Rank,Artist,Title,Streams,Date
139,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),"533,469",2017-01-15
140,MC G15,Deu Onda,"525,533",2017-01-15
141,Young Thug,pick up the phone,"522,829",2017-01-15
142,MiC LOWRY,Oh Lord,"521,069",2017-01-15
143,KREAM,Taped up Heart (feat. Clara Mae),"519,328",2017-01-15
144,Chino & Nacho,Andas En Mi Cabeza,"510,800",2017-01-15
145,Young M.A,OOOUUU,"506,802",2017-01-15
146,G-Eazy,"Me, Myself & I","504,719",2017-01-15
147,Sia,The Greatest,"500,081",2017-01-15
148,The Chainsmokers,Roses,"497,845",2017-01-15
149,Adele,Hello,"493,609",2017-01-15
150,Cheat Codes,Sex,"493,063",2017-01-15
151,Jax Jones,You Don't Know Me - Radio Edit,"493,036",2017-01-15
152,A R I Z O N A,Oceans Away,"481,900",2017-01-15
153,Maluma,Borro Cassette,"478,107",2017-01-15
154,Shawn Mendes,Stitches,"471,418",2017-01-15
155,Zara Larsson,Lush Life,"470,846",2017-01-15
156,Maluma,Cuatro Babys,"467,177",2017-01-15
157,Justin Bieber,What Do You Mean?,"463,445",2017-01-15
158,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack","455,881",2017-01-15
159,Charly Black,Gyal You A Party Animal - Remix,"454,193",2017-01-15
160,Drake,Hotline Bling,"450,512",2017-01-15
161,Zara Larsson,Ain't My Fault,"449,739",2017-01-15
162,Milky Chance,Cocoon,"449,711",2017-01-15
163,The Weeknd,The Hills,"448,564",2017-01-15
164,Mura Masa,Love$ick,"445,778",2017-01-15
165,The xx,Lips,"444,268",2017-01-15
166,Drake,Jumpman,"443,446",2017-01-15
167,Bruno Mars,That's What I Like,"442,699",2017-01-15
168,The Weeknd,Reminder,"442,546",2017-01-15
169,Galantis,No Money,"440,498",2017-01-15
170,ZAYN,PILLOWTALK,"440,359",2017-01-15
171,Dante Klein,Let Me Hold You (Turn Me On),"437,837",2017-01-15
172,Olivia Holt,History,"437,759",2017-01-15
173,J. Cole,Neighbors,"437,347",2017-01-15
174,Future,Low Life,"436,570",2017-01-15
175,The xx,A Violent Noise,"436,086",2017-01-15
176,The xx,I Dare You,"427,069",2017-01-15
177,Future,Used to This,"426,833",2017-01-15
178,David Guetta,Would I Lie to You - Radio Edit,"420,590",2017-01-15
179,Nause,Dynamite (feat. Pretty Sister),"420,304",2017-01-15
180,James Bay,Let It Go,"419,790",2017-01-15
181,Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""","419,271",2017-01-15
182,J. Cole,No Role Modelz,"417,552",2017-01-15
183,Stanaj,Romantic - NOTD Remix,"417,480",2017-01-15
184,Travis Scott,goosebumps,"417,309",2017-01-15
185,Farruko,Chillax (feat. Ky-Mani Marley),"415,548",2017-01-15
186,The Weeknd,Die For You,"411,130",2017-01-15
187,Flume,Never Be Like You,"410,842",2017-01-15
188,Big Sean,Moves,"408,696",2017-01-15
189,Chris Brown,Party,"407,816",2017-01-15
190,The Weeknd,Can't Feel My Face,"405,962",2017-01-15
191,Lauv,The Other,"403,133",2017-01-15
192,Don Omar,Te Quiero Pa´Mi,"402,366",2017-01-15
193,The Weeknd,Rockin’,"401,164",2017-01-15
194,Eminem,'Till I Collapse,"399,415",2017-01-15
195,Lady Gaga,Million Reasons,"398,667",2017-01-15
196,Joel Adams,Please Don't Go,"397,357",2017-01-15
197,The xx,Replica,"396,790",2017-01-15
198,The xx,Performance,"395,207",2017-01-15
199,VÉRITÉ,Somebody Else,"394,021",2017-01-15
200,Migos,T-Shirt,"392,162",2017-01-15
Rank,Artist,Title,Streams,Date
1,Ed Sheeran,Shape of You,"6,451,891",2017-01-16
2,Ed Sheeran,Castle on the Hill,"3,581,077",2017-01-16
3,The Weeknd,Starboy,"3,203,886",2017-01-16
4,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","3,087,541",2017-01-16
5,The Chainsmokers,Paris,"3,025,149",2017-01-16
6,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),"2,983,295",2017-01-16
7,The Chainsmokers,Closer,"2,643,320",2017-01-16
8,James Arthur,Say You Won't Let Go,"2,522,282",2017-01-16
9,Drake,Fake Love,"2,488,201",2017-01-16
10,Maroon 5,Don't Wanna Know,"2,439,527",2017-01-16
11,The Weeknd,I Feel It Coming,"2,375,510",2017-01-16
12,Migos,Bad and Boujee (feat. Lil Uzi Vert),"2,228,854",2017-01-16
13,DJ Snake,Let Me Love You,"2,105,394",2017-01-16
14,Starley,Call On Me - Ryan Riback Extended Remix,"2,078,459",2017-01-16
15,Shakira,Chantaje (feat. Maluma),"2,052,444",2017-01-16
16,Bruno Mars,24K Magic,"2,021,160",2017-01-16
17,Steve Aoki,Just Hold On,"1,995,655",2017-01-16
18,Machine Gun Kelly,Bad Things (with Camila Cabello),"1,946,292",2017-01-16
19,Rae Sremmurd,Black Beatles,"1,811,352",2017-01-16
20,Drake,One Dance,"1,640,354",2017-01-16
21,Ariana Grande,Side To Side,"1,625,377",2017-01-16
22,Shawn Mendes,Mercy,"1,623,330",2017-01-16
23,Major Lazer,Cold Water (feat. Justin Bieber & MØ),"1,603,790",2017-01-16
24,Martin Garrix,In the Name of Love,"1,561,395",2017-01-16
25,The Chainsmokers,All We Know,"1,541,214",2017-01-16
26,Alessia Cara,"How Far I'll Go - From ""Moana""","1,502,817",2017-01-16
27,The Vamps,All Night,"1,446,777",2017-01-16
28,Alok,Hear Me Now,"1,394,326",2017-01-16
29,Sage The Gemini,Now and Later,"1,389,113",2017-01-16
30,Zara Larsson,I Would Like,"1,379,259",2017-01-16
31,Alessia Cara,Scars To Your Beautiful,"1,356,973",2017-01-16
32,Calvin Harris,My Way,"1,355,427",2017-01-16
33,John Legend,Love Me Now,"1,336,022",2017-01-16
34,Robin Schulz,Shed a Light,"1,335,995",2017-01-16
35,Hailee Steinfeld,Starving,"1,326,979",2017-01-16
36,Jonas Blue,By Your Side,"1,284,441",2017-01-16
37,Twenty One Pilots,Heathens,"1,259,601",2017-01-16
38,CNCO,Reggaetón Lento (Bailemos),"1,211,949",2017-01-16
39,Martin Jensen,Solo Dance,"1,187,422",2017-01-16
40,Shawn Mendes,Treat You Better,"1,184,323",2017-01-16
41,Alan Walker,Alone,"1,177,192",2017-01-16
42,The Chainsmokers,Don't Let Me Down,"1,147,982",2017-01-16
43,Aminé,Caroline,"1,128,425",2017-01-16
44,Big Sean,Bounce Back,"1,128,031",2017-01-16
45,Jon Bellion,All Time Low,"1,044,465",2017-01-16
46,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","1,027,937",2017-01-16
47,DRAM,Broccoli (feat. Lil Yachty),"1,006,574",2017-01-16
48,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),"1,003,780",2017-01-16
49,J Balvin,Safari,"972,053",2017-01-16
50,Sia,The Greatest,"950,607",2017-01-16
51,Sia,Cheap Thrills,"948,945",2017-01-16
52,Ed Sheeran,Photograph,"909,332",2017-01-16
53,Noah Cyrus,Make Me (Cry),"882,165",2017-01-16
54,Rag'n'Bone Man,Human,"880,469",2017-01-16
55,Petit Biscuit,Sunset Lover,"874,699",2017-01-16
56,Adele,Water Under the Bridge,"860,151",2017-01-16
57,The Weeknd,Party Monster,"843,666",2017-01-16
58,Zion & Lennox,Otra vez (feat. J Balvin),"838,704",2017-01-16
59,Luke Christopher,Lot to Learn,"832,451",2017-01-16
60,AJR,Weak,"789,230",2017-01-16
61,Bebe Rexha,I Got You,"769,208",2017-01-16
62,Nevada,The Mack,"763,530",2017-01-16
63,Ricky Martin,Vente Pa' Ca,"762,941",2017-01-16
64,NEIKED,Sexual,"762,651",2017-01-16
65,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,"758,322",2017-01-16
66,The Chainsmokers,Setting Fires,"750,579",2017-01-16
67,Twenty One Pilots,Ride,"726,224",2017-01-16
68,Hearts & Colors,Lighthouse - Andrelli Remix,"723,012",2017-01-16
69,KYLE,iSpy (feat. Lil Yachty),"717,039",2017-01-16
70,Snakehips,Don't Leave,"715,896",2017-01-16
71,Cashmere Cat,Trust Nobody (feat. Selena Gomez & Tory Lanez),"712,154",2017-01-16
72,J. Cole,Deja Vu,"709,107",2017-01-16
73,Calvin Harris,This Is What You Came For,"706,880",2017-01-16
74,Drake,Too Good,"698,522",2017-01-16
75,Luis Fonsi,Despacito (Featuring Daddy Yankee),"696,718",2017-01-16
76,Rob $tone,Chill Bill,"696,093",2017-01-16
77,Ed Sheeran,Thinking out Loud,"694,925",2017-01-16
78,Jonas Blue,Perfect Strangers,"693,025",2017-01-16
79,Twenty One Pilots,Stressed Out,"683,908",2017-01-16
80,21 Savage,X (feat. Future),"672,413",2017-01-16
81,gnash,"i hate u, i love u (feat. olivia o'brien)","667,661",2017-01-16
82,Desiigner,Panda,"667,413",2017-01-16
83,Vice,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),"666,950",2017-01-16
84,Alan Walker,Faded,"666,796",2017-01-16
85,G-Eazy,Some Kind Of Drug,"658,250",2017-01-16
86,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),"650,583",2017-01-16
87,Lil Wayne,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","636,065",2017-01-16
88,Justin Bieber,Love Yourself,"633,105",2017-01-16
89,Justin Bieber,Sorry,"617,060",2017-01-16
90,Bruno Mars,Versace on the Floor,"614,935",2017-01-16
91,Little Mix,Shout Out to My Ex,"603,528",2017-01-16
92,Drake,Controlla,"601,063",2017-01-16
93,DVBBS,Not Going Home,"600,822",2017-01-16
94,Rihanna,Work,"599,237",2017-01-16
95,21 Savage,No Heart,"596,889",2017-01-16
96,Carlos Vives,La Bicicleta,"593,892",2017-01-16
97,Isaiah,It's Gotta Be You,"592,432",2017-01-16
98,Mike Perry,The Ocean (feat. Shy Martin),"589,087",2017-01-16
99,Drake,Sneakin’,"588,029",2017-01-16
100,Coldplay,Hymn for the Weekend - Seeb Remix,"584,146",2017-01-16
101,Childish Gambino,Redbone,"583,732",2017-01-16
102,Sebastian Yatra,Traicionera,"580,605",2017-01-16
103,Sean Paul,No Lie,"574,452",2017-01-16
104,San Holo,Light,"565,302",2017-01-16
105,The Weeknd,Sidewalks,"560,780",2017-01-16
106,IAmChino,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)","560,255",2017-01-16
107,Zay Hilfigerrr,Juju On That Beat (TZ Anthem),"557,693",2017-01-16
108,Flo Rida,Cake - Challenge Version,"552,268",2017-01-16
109,Rihanna,Needed Me,"549,401",2017-01-16
110,Ozuna,Dile Que Tu Me Quieres,"546,798",2017-01-16
111,Andy Grammer,Fresh Eyes,"544,133",2017-01-16
112,FRENSHIP,Capsize,"542,088",2017-01-16
113,Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,"538,200",2017-01-16
114,The Weeknd,Six Feet Under,"533,991",2017-01-16
115,Lukas Graham,7 Years,"533,296",2017-01-16
116,The xx,On Hold,"527,567",2017-01-16
117,Niall Horan,This Town,"527,102",2017-01-16
118,Daddy Yankee,Shaky Shaky,"522,912",2017-01-16
119,Calum Scott,Dancing On My Own,"516,481",2017-01-16
120,Lil Uzi Vert,You Was Right,"515,659",2017-01-16
121,DNCE,Cake By The Ocean,"513,729",2017-01-16
122,Wisin,Vacaciones,"508,531",2017-01-16
123,Rihanna,Love On The Brain,"502,263",2017-01-16
124,DJ Snake,Middle,"501,296",2017-01-16
125,Ariana Grande,Into You,"499,840",2017-01-16
126,Piso 21,Me Llamas (feat. Maluma) - Remix,"491,200",2017-01-16
127,KREAM,Taped up Heart (feat. Clara Mae),"489,723",2017-01-16
128,Rae Sremmurd,Swang,"486,200",2017-01-16
129,The xx,Say Something Loving,"485,311",2017-01-16
130,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,"484,713",2017-01-16
131,Little Mix,Touch,"484,232",2017-01-16
132,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),"480,545",2017-01-16
133,Galantis,Love on Me,"480,468",2017-01-16
134,JP Cooper,September Song,"472,798",2017-01-16
135,Adele,Send My Love (To Your New Lover),"472,602",2017-01-16
136,MiC LOWRY,Oh Lord,"472,001",2017-01-16
137,Major Lazer,Lean On (feat. MØ & DJ Snake),"468,723",2017-01-16
138,Jonas Blue,Fast Car,"466,549",2017-01-16
139,Enrique Iglesias,DUELE EL CORAZON,"465,233",2017-01-16
140,A R I Z O N A,Oceans Away,"462,301",2017-01-16
141,MØ,Final Song,"451,923",2017-01-16
142,Young Thug,pick up the phone,"449,685",2017-01-16
143,The Chainsmokers,Roses,"447,320",2017-01-16
144,Young M.A,OOOUUU,"444,948",2017-01-16
145,G-Eazy,"Me, Myself & I","444,195",2017-01-16
146,Adele,Hello,"436,937",2017-01-16
147,Olivia Holt,History,"435,356",2017-01-16
148,MC G15,Deu Onda,"434,262",2017-01-16
149,Sia,The Greatest,"434,241",2017-01-16
150,Shawn Mendes,Stitches,"434,018",2017-01-16
151,Chino & Nacho,Andas En Mi Cabeza,"433,932",2017-01-16
152,James Bay,Let It Go,"423,631",2017-01-16
153,Cheat Codes,Sex,"415,829",2017-01-16
154,Maluma,Cuatro Babys,"413,460",2017-01-16
155,Jax Jones,You Don't Know Me - Radio Edit,"410,812",2017-01-16
156,Zara Larsson,Lush Life,"407,215",2017-01-16
157,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack","405,242",2017-01-16
158,Lauv,The Other,"404,760",2017-01-16
159,Maluma,Borro Cassette,"404,536",2017-01-16
160,Stanaj,Romantic - NOTD Remix,"403,466",2017-01-16
161,Justin Bieber,What Do You Mean?,"402,167",2017-01-16
162,The Weeknd,The Hills,"401,718",2017-01-16
163,Bruno Mars,That's What I Like,"399,519",2017-01-16
164,The Weeknd,Reminder,"399,111",2017-01-16
165,Drake,Hotline Bling,"396,601",2017-01-16
166,ZAYN,PILLOWTALK,"393,714",2017-01-16
167,Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""","393,340",2017-01-16
168,VÉRITÉ,Somebody Else,"390,793",2017-01-16
169,Future,Low Life,"390,785",2017-01-16
170,The xx,Dangerous,"390,038",2017-01-16
171,J. Cole,No Role Modelz,"388,846",2017-01-16
172,Drake,Jumpman,"388,795",2017-01-16
173,Migos,T-Shirt,"388,701",2017-01-16
174,Zara Larsson,Ain't My Fault,"387,570",2017-01-16
175,Charly Black,Gyal You A Party Animal - Remix,"385,318",2017-01-16
176,Milky Chance,Cocoon,"384,276",2017-01-16
177,J. Cole,Neighbors,"384,131",2017-01-16
178,Mura Masa,Love$ick,"383,761",2017-01-16
179,Future,Used to This,"382,154",2017-01-16
180,Travis Scott,goosebumps,"378,002",2017-01-16
181,The Weeknd,Die For You,"377,907",2017-01-16
182,Dante Klein,Let Me Hold You (Turn Me On),"370,742",2017-01-16
183,Galantis,No Money,"370,543",2017-01-16
184,Flume,Never Be Like You,"368,750",2017-01-16
185,Lady Gaga,Million Reasons,"367,462",2017-01-16
186,Joel Adams,Please Don't Go,"366,705",2017-01-16
187,Ed Sheeran,Tenerife Sea,"365,648",2017-01-16
188,Passenger,Let Her Go,"364,490",2017-01-16
189,John Legend,All of Me,"363,424",2017-01-16
190,Big Sean,Moves,"363,188",2017-01-16
191,Eminem,'Till I Collapse,"361,875",2017-01-16
192,Chris Brown,Party,"360,789",2017-01-16
193,Farruko,Chillax (feat. Ky-Mani Marley),"358,229",2017-01-16
194,Sam Smith,Stay With Me,"351,892",2017-01-16
195,The Weeknd,Rockin’,"350,209",2017-01-16
196,Marc E. Bassy,You & Me,"348,357",2017-01-16
197,The Weeknd,Can't Feel My Face,"347,804",2017-01-16
198,Post Malone,White Iverson,"342,787",2017-01-16
199,Don Omar,Te Quiero Pa´Mi,"342,480",2017-01-16
200,Adele,When We Were Young,"338,261",2017-01-16
Rank,Artist,Title,Streams,Date
1,Ed Sheeran,Shape of You,"7,071,702",2017-01-17
2,Ed Sheeran,Castle on the Hill,"3,833,973",2017-01-17
3,The Chainsmokers,Paris,"3,440,753",2017-01-17
4,The Weeknd,Starboy,"3,361,644",2017-01-17
5,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","3,324,763",2017-01-17
6,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),"3,145,273",2017-01-17
7,The Chainsmokers,Closer,"2,758,818",2017-01-17
8,James Arthur,Say You Won't Let Go,"2,655,248",2017-01-17
9,Maroon 5,Don't Wanna Know,"2,585,126",2017-01-17
10,Drake,Fake Love,"2,557,129",2017-01-17
11,The Weeknd,I Feel It Coming,"2,539,611",2017-01-17
12,Migos,Bad and Boujee (feat. Lil Uzi Vert),"2,296,357",2017-01-17
13,Starley,Call On Me - Ryan Riback Extended Remix,"2,221,418",2017-01-17
14,DJ Snake,Let Me Love You,"2,183,622",2017-01-17
15,Steve Aoki,Just Hold On,"2,112,007",2017-01-17
16,Shakira,Chantaje (feat. Maluma),"2,102,020",2017-01-17
17,Bruno Mars,24K Magic,"2,084,667",2017-01-17
18,Machine Gun Kelly,Bad Things (with Camila Cabello),"2,079,798",2017-01-17
19,Rae Sremmurd,Black Beatles,"1,824,326",2017-01-17
20,Ariana Grande,Side To Side,"1,725,676",2017-01-17
21,Shawn Mendes,Mercy,"1,721,346",2017-01-17
22,Drake,One Dance,"1,684,608",2017-01-17
23,Major Lazer,Cold Water (feat. Justin Bieber & MØ),"1,663,424",2017-01-17
24,The Chainsmokers,All We Know,"1,636,233",2017-01-17
25,Martin Garrix,In the Name of Love,"1,627,843",2017-01-17
26,Alessia Cara,"How Far I'll Go - From ""Moana""","1,615,358",2017-01-17
27,The Vamps,All Night,"1,551,340",2017-01-17
28,Alok,Hear Me Now,"1,516,522",2017-01-17
29,Sage The Gemini,Now and Later,"1,488,418",2017-01-17
30,Zara Larsson,I Would Like,"1,476,354",2017-01-17
31,Alessia Cara,Scars To Your Beautiful,"1,442,555",2017-01-17
32,John Legend,Love Me Now,"1,437,989",2017-01-17
33,Robin Schulz,Shed a Light,"1,434,776",2017-01-17
34,Calvin Harris,My Way,"1,425,972",2017-01-17
35,Hailee Steinfeld,Starving,"1,408,182",2017-01-17
36,Jonas Blue,By Your Side,"1,369,068",2017-01-17
37,Twenty One Pilots,Heathens,"1,293,369",2017-01-17
38,Martin Jensen,Solo Dance,"1,280,166",2017-01-17
39,Shawn Mendes,Treat You Better,"1,241,629",2017-01-17
40,Alan Walker,Alone,"1,237,975",2017-01-17
41,CNCO,Reggaetón Lento (Bailemos),"1,237,684",2017-01-17
42,The Chainsmokers,Don't Let Me Down,"1,191,945",2017-01-17
43,Jon Bellion,All Time Low,"1,189,401",2017-01-17
44,Big Sean,Bounce Back,"1,185,276",2017-01-17
45,Aminé,Caroline,"1,152,781",2017-01-17
46,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),"1,063,596",2017-01-17
47,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","1,051,222",2017-01-17
48,Sia,The Greatest,"1,031,113",2017-01-17
49,J Balvin,Safari,"1,014,584",2017-01-17
50,DRAM,Broccoli (feat. Lil Yachty),"1,004,424",2017-01-17
51,Luis Fonsi,Despacito (Featuring Daddy Yankee),"982,936",2017-01-17
52,Noah Cyrus,Make Me (Cry),"953,330",2017-01-17
53,Ed Sheeran,Photograph,"935,614",2017-01-17
54,Sia,Cheap Thrills,"931,313",2017-01-17
55,Rag'n'Bone Man,Human,"928,537",2017-01-17
56,Adele,Water Under the Bridge,"925,275",2017-01-17
57,Petit Biscuit,Sunset Lover,"897,136",2017-01-17
58,The Weeknd,Party Monster,"892,993",2017-01-17
59,Luke Christopher,Lot to Learn,"875,935",2017-01-17
60,AJR,Weak,"862,231",2017-01-17
61,Zion & Lennox,Otra vez (feat. J Balvin),"847,065",2017-01-17
62,Bebe Rexha,I Got You,"818,593",2017-01-17
63,NEIKED,Sexual,"812,403",2017-01-17
64,Nevada,The Mack,"810,033",2017-01-17
65,Snakehips,Don't Leave,"798,677",2017-01-17
66,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,"787,479",2017-01-17
67,KYLE,iSpy (feat. Lil Yachty),"782,854",2017-01-17
68,Ricky Martin,Vente Pa' Ca,"772,159",2017-01-17
69,The Chainsmokers,Setting Fires,"762,916",2017-01-17
70,J. Cole,Deja Vu,"761,464",2017-01-17
71,Hearts & Colors,Lighthouse - Andrelli Remix,"753,122",2017-01-17
72,Twenty One Pilots,Ride,"746,416",2017-01-17
73,Calvin Harris,This Is What You Came For,"746,214",2017-01-17
74,Cashmere Cat,Trust Nobody (feat. Selena Gomez & Tory Lanez),"741,666",2017-01-17
75,Ed Sheeran,Thinking out Loud,"734,055",2017-01-17
76,Drake,Too Good,"729,383",2017-01-17
77,Jonas Blue,Perfect Strangers,"728,702",2017-01-17
78,Twenty One Pilots,Stressed Out,"709,047",2017-01-17
79,gnash,"i hate u, i love u (feat. olivia o'brien)","702,029",2017-01-17
80,Rob $tone,Chill Bill,"699,530",2017-01-17
81,Alan Walker,Faded,"695,380",2017-01-17
82,G-Eazy,Some Kind Of Drug,"688,915",2017-01-17
83,Desiigner,Panda,"682,729",2017-01-17
84,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),"678,250",2017-01-17
85,21 Savage,X (feat. Future),"677,050",2017-01-17
86,Vice,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),"673,862",2017-01-17
87,Justin Bieber,Love Yourself,"659,914",2017-01-17
88,Lil Wayne,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","654,272",2017-01-17
89,Childish Gambino,Redbone,"652,480",2017-01-17
90,Isaiah,It's Gotta Be You,"650,573",2017-01-17
91,Bruno Mars,Versace on the Floor,"649,741",2017-01-17
92,Justin Bieber,Sorry,"635,564",2017-01-17
93,DVBBS,Not Going Home,"626,136",2017-01-17
94,Drake,Controlla,"625,517",2017-01-17
95,Little Mix,Shout Out to My Ex,"624,940",2017-01-17
96,Sean Paul,No Lie,"623,252",2017-01-17
97,Coldplay,Hymn for the Weekend - Seeb Remix,"618,633",2017-01-17
98,Rihanna,Work,"616,669",2017-01-17
99,21 Savage,No Heart,"615,607",2017-01-17
100,The xx,On Hold,"608,869",2017-01-17
101,Mike Perry,The Ocean (feat. Shy Martin),"608,150",2017-01-17
102,Drake,Sneakin’,"598,868",2017-01-17
103,Sebastian Yatra,Traicionera,"597,142",2017-01-17
104,Carlos Vives,La Bicicleta,"596,281",2017-01-17
105,Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,"593,615",2017-01-17
106,Andy Grammer,Fresh Eyes,"586,068",2017-01-17
107,San Holo,Light,"584,518",2017-01-17
108,The Weeknd,Sidewalks,"582,817",2017-01-17
109,Rihanna,Needed Me,"582,479",2017-01-17
110,IAmChino,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)","581,554",2017-01-17
111,FRENSHIP,Capsize,"576,537",2017-01-17
112,The Weeknd,Six Feet Under,"575,773",2017-01-17
113,Flo Rida,Cake - Challenge Version,"561,533",2017-01-17
114,Ozuna,Dile Que Tu Me Quieres,"560,743",2017-01-17
115,Niall Horan,This Town,"556,709",2017-01-17
116,Lukas Graham,7 Years,"553,542",2017-01-17
117,DNCE,Cake By The Ocean,"542,372",2017-01-17
118,JP Cooper,September Song,"541,464",2017-01-17
119,Rihanna,Love On The Brain,"539,311",2017-01-17
120,Ariana Grande,Into You,"533,841",2017-01-17
121,Calum Scott,Dancing On My Own,"530,954",2017-01-17
122,DJ Snake,Middle,"529,055",2017-01-17
123,Piso 21,Me Llamas (feat. Maluma) - Remix,"528,208",2017-01-17
124,Wisin,Vacaciones,"527,890",2017-01-17
125,The xx,Say Something Loving,"527,821",2017-01-17
126,Lil Uzi Vert,You Was Right,"524,975",2017-01-17
127,Little Mix,Touch,"524,851",2017-01-17
128,KREAM,Taped up Heart (feat. Clara Mae),"523,440",2017-01-17
129,Zay Hilfigerrr,Juju On That Beat (TZ Anthem),"519,602",2017-01-17
130,Jax Jones,You Don't Know Me - Radio Edit,"518,695",2017-01-17
131,Adele,Send My Love (To Your New Lover),"518,117",2017-01-17
132,Rae Sremmurd,Swang,"507,152",2017-01-17
133,Jonas Blue,Fast Car,"505,496",2017-01-17
134,Daddy Yankee,Shaky Shaky,"505,438",2017-01-17
135,Galantis,Love on Me,"504,240",2017-01-17
136,A R I Z O N A,Oceans Away,"503,805",2017-01-17
137,MiC LOWRY,Oh Lord,"500,965",2017-01-17
138,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,"497,582",2017-01-17
139,Major Lazer,Lean On (feat. MØ & DJ Snake),"495,530",2017-01-17
140,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),"489,097",2017-01-17
141,MØ,Final Song,"482,819",2017-01-17
142,The Chainsmokers,Roses,"471,814",2017-01-17
143,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack","469,186",2017-01-17
144,G-Eazy,"Me, Myself & I","465,072",2017-01-17
145,Zara Larsson,Lush Life,"465,014",2017-01-17
146,Enrique Iglesias,DUELE EL CORAZON,"464,172",2017-01-17
147,Olivia Holt,History,"462,139",2017-01-17
148,Adele,Hello,"456,560",2017-01-17
149,Migos,T-Shirt,"456,495",2017-01-17
150,Shawn Mendes,Stitches,"455,882",2017-01-17
151,Young Thug,pick up the phone,"452,579",2017-01-17
152,Sia,The Greatest,"452,466",2017-01-17
153,Chino & Nacho,Andas En Mi Cabeza,"452,254",2017-01-17
154,James Bay,Let It Go,"448,435",2017-01-17
155,Stanaj,Romantic - NOTD Remix,"439,660",2017-01-17
156,The xx,Dangerous,"439,292",2017-01-17
157,Bruno Mars,That's What I Like,"436,068",2017-01-17
158,Young M.A,OOOUUU,"434,815",2017-01-17
159,Cheat Codes,Sex,"430,812",2017-01-17
160,Lauv,The Other,"428,778",2017-01-17
161,The Weeknd,The Hills,"427,945",2017-01-17
162,Mura Masa,Love$ick,"427,453",2017-01-17
163,The Weeknd,Reminder,"423,966",2017-01-17
164,Maluma,Cuatro Babys,"418,971",2017-01-17
165,Milky Chance,Cocoon,"417,113",2017-01-17
166,ZAYN,PILLOWTALK,"416,756",2017-01-17
167,Justin Bieber,What Do You Mean?,"416,007",2017-01-17
168,VÉRITÉ,Somebody Else,"413,081",2017-01-17
169,MC G15,Deu Onda,"411,350",2017-01-17
170,Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""","410,376",2017-01-17
171,Lady Gaga,Million Reasons,"408,375",2017-01-17
172,Zara Larsson,Ain't My Fault,"407,937",2017-01-17
173,Future,Low Life,"407,006",2017-01-17
174,Drake,Hotline Bling,"405,534",2017-01-17
175,J. Cole,No Role Modelz,"404,292",2017-01-17
176,Drake,Jumpman,"404,121",2017-01-17
177,The Weeknd,Die For You,"404,010",2017-01-17
178,Dante Klein,Let Me Hold You (Turn Me On),"403,970",2017-01-17
179,J. Cole,Neighbors,"403,420",2017-01-17
180,Eminem,'Till I Collapse,"401,890",2017-01-17
181,Maluma,Borro Cassette,"401,617",2017-01-17
182,Travis Scott,goosebumps,"395,243",2017-01-17
183,Charly Black,Gyal You A Party Animal - Remix,"393,127",2017-01-17
184,Passenger,Let Her Go,"392,310",2017-01-17
185,John Legend,All of Me,"392,072",2017-01-17
186,Chris Brown,Party,"390,576",2017-01-17
187,Future,Used to This,"390,527",2017-01-17
