Rank,Artist,Title,Streams,Date
155,Jonas Blue,Fast Car,"437,348",2017-01-30
156,Lil Uzi Vert,You Was Right,"436,025",2017-01-30
157,Adele,Send My Love (To Your New Lover),"435,624",2017-01-30
158,Zay Hilfigerrr,Juju On That Beat (TZ Anthem),"433,772",2017-01-30
159,La La Land Cast,"Another Day Of Sun - From ""La La Land"" Soundtrack","431,155",2017-01-30
160,Charly Black,Gyal You A Party Animal - Remix,"430,577",2017-01-30
161,James Bay,Let It Go,"429,842",2017-01-30
162,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),"428,894",2017-01-30
163,Enrique Iglesias,DUELE EL CORAZON,"424,989",2017-01-30
164,G-Eazy,"Me, Myself & I","423,214",2017-01-30
165,Shawn Mendes,Stitches,"422,101",2017-01-30
166,Adele,Hello,"415,886",2017-01-30
167,Maluma,Borro Cassette,"413,995",2017-01-30
168,ZAYN,PILLOWTALK,"412,015",2017-01-30
169,The Chainsmokers,Roses,"409,876",2017-01-30
170,Don Omar,Te Quiero Pa´Mi,"408,617",2017-01-30
171,KREAM,Taped up Heart (feat. Clara Mae),"406,284",2017-01-30
172,Maluma,Cuatro Babys,"405,345",2017-01-30
173,Mura Masa,Love$ick,"405,124",2017-01-30
174,Farruko,Chillax (feat. Ky-Mani Marley),"404,070",2017-01-30
175,J. Cole,No Role Modelz,"401,947",2017-01-30
176,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack","401,900",2017-01-30
177,Milky Chance,Cocoon,"397,607",2017-01-30
178,Passenger,Let Her Go,"396,092",2017-01-30
179,Future,Used to This,"388,987",2017-01-30
180,Future,Low Life,"388,372",2017-01-30
181,The Weeknd,The Hills,"385,816",2017-01-30
182,Cheat Codes,Sex,"383,268",2017-01-30
183,Justin Bieber,What Do You Mean?,"382,639",2017-01-30
184,Flume,Never Be Like You,"381,908",2017-01-30
185,Drake,Hotline Bling,"380,691",2017-01-30
186,Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""","379,574",2017-01-30
187,John Legend,All of Me,"377,354",2017-01-30
188,Beyoncé,Halo,"373,292",2017-01-30
189,Drake,Jumpman,"372,236",2017-01-30
190,Chris Brown,Party,"363,996",2017-01-30
191,Post Malone,White Iverson,"363,567",2017-01-30
192,Zara Larsson,Lush Life,"362,272",2017-01-30
193,Sam Smith,Stay With Me,"359,979",2017-01-30
194,Cosculluela,Manicomio,"359,656",2017-01-30
195,Eminem,'Till I Collapse,"358,293",2017-01-30
196,Zara Larsson,Ain't My Fault,"358,276",2017-01-30
197,Young M.A,OOOUUU,"357,310",2017-01-30
198,Ryan Gosling,"City Of Stars - From ""La La Land"" Soundtrack/Pier","355,468",2017-01-30
199,MC G15,Deu Onda,"352,797",2017-01-30
200,Ed Sheeran,Tenerife Sea,"352,154",2017-01-30
Rank,Artist,Title,Streams,Date
1,Ed Sheeran,Shape of You,"7,122,914",2017-01-31
2,The Chainsmokers,Paris,"3,948,527",2017-01-31
3,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","3,641,608",2017-01-31
4,Ed Sheeran,Castle on the Hill,"3,420,993",2017-01-31
5,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),"3,053,882",2017-01-31
6,Luis Fonsi,Despacito (Featuring Daddy Yankee),"2,967,051",2017-01-31
7,The Weeknd,Starboy,"2,731,586",2017-01-31
8,James Arthur,Say You Won't Let Go,"2,608,052",2017-01-31
9,The Chainsmokers,Closer,"2,539,314",2017-01-31
10,Migos,Bad and Boujee (feat. Lil Uzi Vert),"2,514,978",2017-01-31
11,The Weeknd,I Feel It Coming,"2,459,298",2017-01-31
12,Maroon 5,Don't Wanna Know,"2,348,635",2017-01-31
13,Starley,Call On Me - Ryan Riback Extended Remix,"2,231,591",2017-01-31
14,Shakira,Chantaje (feat. Maluma),"2,163,878",2017-01-31
15,Steve Aoki,Just Hold On,"2,037,983",2017-01-31
16,Drake,Fake Love,"2,022,751",2017-01-31
17,Machine Gun Kelly,Bad Things (with Camila Cabello),"1,994,993",2017-01-31
18,DJ Snake,Let Me Love You,"1,940,718",2017-01-31
19,Bruno Mars,24K Magic,"1,855,984",2017-01-31
20,Martin Garrix,Scared to Be Lonely,"1,855,175",2017-01-31
21,Alessia Cara,"How Far I'll Go - From ""Moana""","1,790,824",2017-01-31
22,The Vamps,All Night,"1,627,813",2017-01-31
23,Drake,One Dance,"1,595,946",2017-01-31
24,Ariana Grande,Side To Side,"1,560,940",2017-01-31
25,Shawn Mendes,Mercy,"1,540,500",2017-01-31
26,Alok,Hear Me Now,"1,512,304",2017-01-31
27,Major Lazer,Cold Water (feat. Justin Bieber & MØ),"1,500,462",2017-01-31
28,Martin Jensen,Solo Dance,"1,496,988",2017-01-31
29,Rae Sremmurd,Black Beatles,"1,477,876",2017-01-31
30,Martin Garrix,In the Name of Love,"1,472,890",2017-01-31
31,Major Lazer,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),"1,436,206",2017-01-31
32,Robin Schulz,Shed a Light,"1,412,127",2017-01-31
33,Sage The Gemini,Now and Later,"1,393,022",2017-01-31
34,CNCO,Reggaetón Lento (Bailemos),"1,373,877",2017-01-31
35,Jon Bellion,All Time Low,"1,367,735",2017-01-31
36,John Legend,Love Me Now,"1,365,114",2017-01-31
37,Julia Michaels,Issues,"1,363,042",2017-01-31
38,Migos,T-Shirt,"1,343,657",2017-01-31
39,Hailee Steinfeld,Starving,"1,329,107",2017-01-31
40,Calvin Harris,My Way,"1,287,589",2017-01-31
41,Zara Larsson,I Would Like,"1,281,640",2017-01-31
42,AJR,Weak,"1,275,252",2017-01-31
43,Big Sean,Bounce Back,"1,234,822",2017-01-31
44,Alan Walker,Alone,"1,208,488",2017-01-31
45,The Chainsmokers,All We Know,"1,126,371",2017-01-31
46,Twenty One Pilots,Heathens,"1,118,252",2017-01-31
47,Alessia Cara,Scars To Your Beautiful,"1,116,563",2017-01-31
48,Jonas Blue,By Your Side,"1,098,946",2017-01-31
49,Shawn Mendes,Treat You Better,"1,088,492",2017-01-31
50,Aminé,Caroline,"1,079,588",2017-01-31
51,Snakehips,Don't Leave,"1,044,256",2017-01-31
52,Nicky Jam,El Amante,"1,016,858",2017-01-31
53,KYLE,iSpy (feat. Lil Yachty),"972,417",2017-01-31
54,J Balvin,Safari,"950,884",2017-01-31
55,Zion & Lennox,Otra vez (feat. J Balvin),"937,394",2017-01-31
56,The Chainsmokers,Don't Let Me Down,"909,386",2017-01-31
57,Rag'n'Bone Man,Human,"909,285",2017-01-31
58,Adele,Water Under the Bridge,"892,122",2017-01-31
59,Petit Biscuit,Sunset Lover,"883,440",2017-01-31
60,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),"872,127",2017-01-31
61,Luke Christopher,Lot to Learn,"864,839",2017-01-31
62,Ed Sheeran,Photograph,"862,975",2017-01-31
63,Bebe Rexha,I Got You,"855,902",2017-01-31
64,Noah Cyrus,Make Me (Cry),"849,605",2017-01-31
65,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","838,976",2017-01-31
66,NEIKED,Sexual,"790,736",2017-01-31
67,DRAM,Broccoli (feat. Lil Yachty),"788,285",2017-01-31
68,Jax Jones,You Don't Know Me - Radio Edit,"786,655",2017-01-31
69,Ricky Martin,Vente Pa' Ca,"779,548",2017-01-31
70,The Weeknd,Party Monster,"777,499",2017-01-31
71,Little Mix,Touch,"771,408",2017-01-31
72,Isaiah,It's Gotta Be You,"763,568",2017-01-31
73,Childish Gambino,Redbone,"758,026",2017-01-31
74,Hearts & Colors,Lighthouse - Andrelli Remix,"744,972",2017-01-31
75,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,"737,733",2017-01-31
76,Ed Sheeran,Thinking out Loud,"728,909",2017-01-31
77,Sean Paul,No Lie,"722,310",2017-01-31
78,Sia,The Greatest,"717,816",2017-01-31
79,JP Cooper,September Song,"711,501",2017-01-31
80,J. Cole,Deja Vu,"690,369",2017-01-31
81,Nevada,The Mack,"687,004",2017-01-31
82,Sia,Cheap Thrills,"684,422",2017-01-31
83,Wisin,Vacaciones,"678,576",2017-01-31
84,Twenty One Pilots,Ride,"677,991",2017-01-31
85,IAmChino,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)","677,698",2017-01-31
86,gnash,"i hate u, i love u (feat. olivia o'brien)","672,775",2017-01-31
87,21 Savage,X (feat. Future),"671,157",2017-01-31
88,Calvin Harris,This Is What You Came For,"662,853",2017-01-31
89,Jonas Blue,Perfect Strangers,"660,714",2017-01-31
90,Twenty One Pilots,Stressed Out,"658,078",2017-01-31
91,Alan Walker,Faded,"657,868",2017-01-31
92,Piso 21,Me Llamas (feat. Maluma) - Remix,"654,537",2017-01-31
93,G-Eazy,Some Kind Of Drug,"652,444",2017-01-31
94,Bruno Mars,Versace on the Floor,"649,056",2017-01-31
95,Vice,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),"644,528",2017-01-31
96,Migos,Kelly Price (feat. Travis Scott),"641,841",2017-01-31
97,Drake,Too Good,"635,312",2017-01-31
98,Desiigner,Panda,"628,079",2017-01-31
99,Olivia Holt,History,"626,670",2017-01-31
100,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),"626,014",2017-01-31
101,Ozuna,Dile Que Tu Me Quieres,"620,947",2017-01-31
102,Zara Larsson,So Good (feat. Ty Dolla $ign),"618,296",2017-01-31
103,Justin Bieber,Love Yourself,"612,894",2017-01-31
104,Carlos Vives,La Bicicleta,"607,131",2017-01-31
105,DVBBS,Not Going Home,"606,011",2017-01-31
106,Cashmere Cat,Trust Nobody (feat. Selena Gomez & Tory Lanez),"601,836",2017-01-31
107,Sebastian Yatra,Traicionera,"596,707",2017-01-31
108,Flo Rida,Cake - Challenge Version,"596,264",2017-01-31
109,Lil Wayne,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","595,429",2017-01-31
110,21 Savage,No Heart,"593,424",2017-01-31
111,Ryan Gosling,"City Of Stars - From ""La La Land"" Soundtrack","586,930",2017-01-31
112,Justin Bieber,Sorry,"578,321",2017-01-31
113,Migos,Call Casting,"575,088",2017-01-31
114,Drake,Sneakin’,"574,938",2017-01-31
115,Migos,Slippery (feat. Gucci Mane),"572,668",2017-01-31
116,Andy Grammer,Fresh Eyes,"572,256",2017-01-31
117,San Holo,Light,"569,896",2017-01-31
118,Rob $tone,Chill Bill,"567,237",2017-01-31
119,Rae Sremmurd,Swang,"564,589",2017-01-31
120,Stanaj,Romantic - NOTD Remix,"563,650",2017-01-31
121,A R I Z O N A,Oceans Away,"563,590",2017-01-31
122,Rihanna,Needed Me,"563,019",2017-01-31
123,FRENSHIP,Capsize,"562,736",2017-01-31
124,Rihanna,Love On The Brain,"557,455",2017-01-31
125,Post Malone,Congratulations,"556,805",2017-01-31
126,Coldplay,Hymn for the Weekend - Seeb Remix,"554,774",2017-01-31
127,Niall Horan,This Town,"554,429",2017-01-31
128,Migos,Get Right Witcha,"552,925",2017-01-31
129,Little Mix,Shout Out to My Ex,"549,686",2017-01-31
130,Mike Perry,The Ocean (feat. Shy Martin),"548,908",2017-01-31
131,The Chainsmokers,Setting Fires,"548,895",2017-01-31
132,Drake,Controlla,"548,869",2017-01-31
133,Rihanna,Work,"528,890",2017-01-31
134,Bruno Mars,That's What I Like,"528,203",2017-01-31
135,Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,"522,246",2017-01-31
136,Lukas Graham,7 Years,"521,096",2017-01-31
137,The Weeknd,Six Feet Under,"509,826",2017-01-31
138,Lauv,The Other,"508,039",2017-01-31
139,La La Land Cast,"Another Day Of Sun - From ""La La Land"" Soundtrack","506,621",2017-01-31
140,DNCE,Cake By The Ocean,"505,112",2017-01-31
141,The Weeknd,Sidewalks,"504,670",2017-01-31
142,Ariana Grande,Into You,"492,410",2017-01-31
143,Travis Scott,goosebumps,"490,245",2017-01-31
144,Galantis,Love on Me,"488,881",2017-01-31
145,Daddy Yankee,Shaky Shaky,"481,024",2017-01-31
146,Chino & Nacho,Andas En Mi Cabeza,"478,361",2017-01-31
147,Calum Scott,Dancing On My Own,"476,186",2017-01-31
148,Gucci Mane,Both (feat. Drake),"475,968",2017-01-31
149,James Bay,Let It Go,"473,606",2017-01-31
150,Adele,Send My Love (To Your New Lover),"473,522",2017-01-31
151,MØ,Final Song,"473,468",2017-01-31
152,Young Thug,pick up the phone,"472,943",2017-01-31
153,Big Sean,Moves,"471,420",2017-01-31
154,Anuel Aa,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","467,322",2017-01-31
155,DJ Snake,Middle,"466,785",2017-01-31
156,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack","465,801",2017-01-31
157,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,"465,734",2017-01-31
158,Major Lazer,Lean On (feat. MØ & DJ Snake),"456,774",2017-01-31
159,Charly Black,Gyal You A Party Animal - Remix,"451,988",2017-01-31
160,Mura Masa,Love$ick,"451,072",2017-01-31
161,Jonas Blue,Fast Car,"450,136",2017-01-31
162,G-Eazy,"Me, Myself & I","442,214",2017-01-31
163,KREAM,Taped up Heart (feat. Clara Mae),"440,014",2017-01-31
164,ZAYN,PILLOWTALK,"435,877",2017-01-31
165,Adele,Hello,"435,558",2017-01-31
166,Shawn Mendes,Stitches,"434,265",2017-01-31
167,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),"433,645",2017-01-31
168,Lil Uzi Vert,You Was Right,"431,653",2017-01-31
169,Don Omar,Te Quiero Pa´Mi,"430,706",2017-01-31
170,The Chainsmokers,Roses,"430,095",2017-01-31
171,Enrique Iglesias,DUELE EL CORAZON,"425,660",2017-01-31
172,Milky Chance,Cocoon,"424,929",2017-01-31
173,Post Malone,White Iverson,"424,792",2017-01-31
174,Farruko,Chillax (feat. Ky-Mani Marley),"424,518",2017-01-31
175,Passenger,Let Her Go,"422,731",2017-01-31
176,Zara Larsson,Lush Life,"416,921",2017-01-31
177,J. Cole,No Role Modelz,"416,617",2017-01-31
178,Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""","416,042",2017-01-31
179,Maluma,Borro Cassette,"410,187",2017-01-31
180,The Weeknd,The Hills,"407,809",2017-01-31
181,Ryan Gosling,"City Of Stars - From ""La La Land"" Soundtrack/Pier","407,645",2017-01-31
182,Emma Stone,"Someone In The Crowd - From ""La La Land"" Soundtrack","404,533",2017-01-31
183,Flume,Never Be Like You,"402,925",2017-01-31
184,Future,Low Life,"402,412",2017-01-31
185,John Legend,All of Me,"402,339",2017-01-31
186,Maluma,Cuatro Babys,"401,176",2017-01-31
187,Eminem,'Till I Collapse,"398,282",2017-01-31
188,Future,Used to This,"397,826",2017-01-31
189,Cheat Codes,Sex,"396,044",2017-01-31
190,Ed Sheeran,Tenerife Sea,"392,280",2017-01-31
191,Kanye West,Stronger,"391,797",2017-01-31
192,Justin Bieber,What Do You Mean?,"390,272",2017-01-31
193,Sam Smith,Stay With Me,"387,705",2017-01-31
194,Chris Brown,Party,"385,827",2017-01-31
195,Imagine Dragons,Radioactive,"385,552",2017-01-31
196,Justin Hurwitz,"Mia & Sebastian’s Theme - From ""La La Land"" Soundtrack","385,300",2017-01-31
197,Migos,Brown Paper Bag,"384,631",2017-01-31
198,Lady Gaga,Million Reasons,"383,312",2017-01-31
199,Hozier,Take Me To Church,"382,775",2017-01-31
200,Drake,Hotline Bling,"381,876",2017-01-31
Rank,Artist,Title,Streams,Date
1,Ed Sheeran,Shape of You,"7,419,406",2017-02-01
2,The Chainsmokers,Paris,"4,115,100",2017-02-01
3,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","3,792,324",2017-02-01
4,Ed Sheeran,Castle on the Hill,"3,438,970",2017-02-01
5,Luis Fonsi,Despacito (Featuring Daddy Yankee),"3,221,839",2017-02-01
6,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),"3,152,400",2017-02-01
7,The Weeknd,Starboy,"2,819,430",2017-02-01
8,James Arthur,Say You Won't Let Go,"2,722,644",2017-02-01
9,Migos,Bad and Boujee (feat. Lil Uzi Vert),"2,654,562",2017-02-01
10,The Chainsmokers,Closer,"2,607,363",2017-02-01
11,The Weeknd,I Feel It Coming,"2,545,365",2017-02-01
12,Maroon 5,Don't Wanna Know,"2,404,885",2017-02-01
13,Starley,Call On Me - Ryan Riback Extended Remix,"2,348,939",2017-02-01
14,Shakira,Chantaje (feat. Maluma),"2,258,229",2017-02-01
15,Steve Aoki,Just Hold On,"2,132,198",2017-02-01
16,Martin Garrix,Scared to Be Lonely,"2,117,815",2017-02-01
17,Drake,Fake Love,"2,109,060",2017-02-01
18,Machine Gun Kelly,Bad Things (with Camila Cabello),"2,097,902",2017-02-01
19,DJ Snake,Let Me Love You,"1,957,629",2017-02-01
20,Bruno Mars,24K Magic,"1,907,353",2017-02-01
21,Alessia Cara,"How Far I'll Go - From ""Moana""","1,888,779",2017-02-01
22,The Vamps,All Night,"1,712,607",2017-02-01
23,Drake,One Dance,"1,654,476",2017-02-01
24,Ariana Grande,Side To Side,"1,632,653",2017-02-01
25,Major Lazer,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),"1,587,272",2017-02-01
26,Martin Jensen,Solo Dance,"1,578,822",2017-02-01
27,Alok,Hear Me Now,"1,564,912",2017-02-01
28,Major Lazer,Cold Water (feat. Justin Bieber & MØ),"1,535,874",2017-02-01
29,Shawn Mendes,Mercy,"1,534,097",2017-02-01
30,Martin Garrix,In the Name of Love,"1,513,433",2017-02-01
31,Rae Sremmurd,Black Beatles,"1,504,138",2017-02-01
32,Julia Michaels,Issues,"1,496,702",2017-02-01
33,Robin Schulz,Shed a Light,"1,462,841",2017-02-01
34,CNCO,Reggaetón Lento (Bailemos),"1,433,202",2017-02-01
35,Sage The Gemini,Now and Later,"1,420,509",2017-02-01
36,Jon Bellion,All Time Low,"1,419,983",2017-02-01
37,Migos,T-Shirt,"1,417,828",2017-02-01
38,John Legend,Love Me Now,"1,411,456",2017-02-01
39,Hailee Steinfeld,Starving,"1,381,905",2017-02-01
40,AJR,Weak,"1,353,150",2017-02-01
41,Big Sean,Bounce Back,"1,326,508",2017-02-01
42,Calvin Harris,My Way,"1,299,594",2017-02-01
43,Zara Larsson,I Would Like,"1,295,731",2017-02-01
44,Alan Walker,Alone,"1,239,896",2017-02-01
45,The Chainsmokers,All We Know,"1,156,769",2017-02-01
46,Alessia Cara,Scars To Your Beautiful,"1,147,463",2017-02-01
47,Twenty One Pilots,Heathens,"1,141,035",2017-02-01
48,Aminé,Caroline,"1,130,850",2017-02-01
49,Shawn Mendes,Treat You Better,"1,126,512",2017-02-01
50,Jonas Blue,By Your Side,"1,124,308",2017-02-01
51,Snakehips,Don't Leave,"1,105,944",2017-02-01
52,Nicky Jam,El Amante,"1,081,189",2017-02-01
53,KYLE,iSpy (feat. Lil Yachty),"1,042,723",2017-02-01
54,Zion & Lennox,Otra vez (feat. J Balvin),"987,210",2017-02-01
55,J Balvin,Safari,"982,151",2017-02-01
56,The Chainsmokers,Don't Let Me Down,"936,924",2017-02-01
57,Adele,Water Under the Bridge,"920,781",2017-02-01
58,Luke Christopher,Lot to Learn,"916,990",2017-02-01
59,Rag'n'Bone Man,Human,"916,403",2017-02-01
60,Petit Biscuit,Sunset Lover,"912,793",2017-02-01
61,Bebe Rexha,I Got You,"896,639",2017-02-01
62,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),"893,476",2017-02-01
63,Ed Sheeran,Photograph,"883,465",2017-02-01
64,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","880,560",2017-02-01
65,Noah Cyrus,Make Me (Cry),"876,995",2017-02-01
66,DRAM,Broccoli (feat. Lil Yachty),"818,620",2017-02-01
67,Ricky Martin,Vente Pa' Ca,"814,470",2017-02-01
68,Little Mix,Touch,"800,033",2017-02-01
69,NEIKED,Sexual,"799,096",2017-02-01
70,The Weeknd,Party Monster,"793,949",2017-02-01
71,Isaiah,It's Gotta Be You,"785,381",2017-02-01
72,Childish Gambino,Redbone,"783,754",2017-02-01
73,Hearts & Colors,Lighthouse - Andrelli Remix,"775,424",2017-02-01
74,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,"765,507",2017-02-01
75,Jax Jones,You Don't Know Me - Radio Edit,"764,751",2017-02-01
76,Ed Sheeran,Thinking out Loud,"746,189",2017-02-01
77,JP Cooper,September Song,"738,397",2017-02-01
78,IAmChino,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)","734,899",2017-02-01
79,J. Cole,Deja Vu,"728,514",2017-02-01
80,Sean Paul,No Lie,"726,533",2017-02-01
81,Sia,The Greatest,"714,786",2017-02-01
82,Wisin,Vacaciones,"713,820",2017-02-01
83,21 Savage,X (feat. Future),"710,757",2017-02-01
84,Sia,Cheap Thrills,"708,359",2017-02-01
85,Nevada,The Mack,"703,886",2017-02-01
86,Twenty One Pilots,Ride,"698,973",2017-02-01
87,Piso 21,Me Llamas (feat. Maluma) - Remix,"698,415",2017-02-01
88,Calvin Harris,This Is What You Came For,"695,097",2017-02-01
89,Bruno Mars,Versace on the Floor,"690,333",2017-02-01
90,gnash,"i hate u, i love u (feat. olivia o'brien)","687,407",2017-02-01
91,Migos,Kelly Price (feat. Travis Scott),"682,200",2017-02-01
92,Twenty One Pilots,Stressed Out,"681,892",2017-02-01
93,Jonas Blue,Perfect Strangers,"681,780",2017-02-01
94,G-Eazy,Some Kind Of Drug,"678,640",2017-02-01
95,Alan Walker,Faded,"677,852",2017-02-01
96,Desiigner,Panda,"661,340",2017-02-01
97,Vice,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),"659,866",2017-02-01
98,Ozuna,Dile Que Tu Me Quieres,"657,290",2017-02-01
99,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),"654,666",2017-02-01
100,Olivia Holt,History,"653,936",2017-02-01
101,Drake,Too Good,"652,718",2017-02-01
102,Zara Larsson,So Good (feat. Ty Dolla $ign),"643,995",2017-02-01
103,Rae Sremmurd,Swang,"636,432",2017-02-01
104,21 Savage,No Heart,"636,312",2017-02-01
105,Justin Bieber,Love Yourself,"631,758",2017-02-01
106,Carlos Vives,La Bicicleta,"630,573",2017-02-01
107,Flo Rida,Cake - Challenge Version,"623,263",2017-02-01
108,Post Malone,Congratulations,"621,360",2017-02-01
109,DVBBS,Not Going Home,"620,089",2017-02-01
110,Lil Wayne,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","615,988",2017-02-01
111,Sebastian Yatra,Traicionera,"615,663",2017-02-01
112,Stanaj,Romantic - NOTD Remix,"614,148",2017-02-01
113,Drake,Sneakin’,"614,056",2017-02-01
114,Cashmere Cat,Trust Nobody (feat. Selena Gomez & Tory Lanez),"612,467",2017-02-01
115,San Holo,Light,"603,949",2017-02-01
116,Migos,Slippery (feat. Gucci Mane),"602,005",2017-02-01
117,Justin Bieber,Sorry,"600,292",2017-02-01
118,Andy Grammer,Fresh Eyes,"595,746",2017-02-01
119,Migos,Call Casting,"591,279",2017-02-01
120,Rob $tone,Chill Bill,"589,396",2017-02-01
121,FRENSHIP,Capsize,"587,205",2017-02-01
122,Rihanna,Love On The Brain,"581,137",2017-02-01
123,Rihanna,Needed Me,"580,655",2017-02-01
124,Niall Horan,This Town,"578,715",2017-02-01
125,A R I Z O N A,Oceans Away,"578,113",2017-02-01
126,Little Mix,Shout Out to My Ex,"573,312",2017-02-01
127,Drake,Controlla,"571,568",2017-02-01
128,Migos,Get Right Witcha,"568,395",2017-02-01
129,Mike Perry,The Ocean (feat. Shy Martin),"566,954",2017-02-01
130,Ryan Gosling,"City Of Stars - From ""La La Land"" Soundtrack","564,341",2017-02-01
131,Bruno Mars,That's What I Like,"563,326",2017-02-01
132,Coldplay,Hymn for the Weekend - Seeb Remix,"561,718",2017-02-01
133,The Chainsmokers,Setting Fires,"561,022",2017-02-01
134,Rihanna,Work,"551,449",2017-02-01
135,Lukas Graham,7 Years,"532,076",2017-02-01
136,The Weeknd,Six Feet Under,"531,030",2017-02-01
